,placa,ESTADO_VENTA,Marca,Referencia,Modelo,KILOMETRAJE,id_veh,PRECIO_VENTA,Clase,valor_asegurado,Ciudad
2837,IAJ574,Nuevos,Volkswagen,Gol [7],2018,,9201227,41200000.0,AUTOMOVIL,41200.0,Bogotá
2838,FPH379,Usados,Chevrolet,Beat,2020,,1601322,41700000.0,AUTOMOVIL,40500.0,Cúcuta
2839,FSP893,Usados,Nissan,Qashqai [3],2019,,6408119,96923000.0,CAMPERO,80200.0,Barranquilla
2840,JBU355,Usados,Ktm,200,2023,,17417068,16566667.0,MOTOCICLETA,15400.0,Bogotá
2841,XTC720,Usados,Jmc,Jx,2020,,15812030,83600000.0,FURGON,83600.0,Bogotá
2842,XMQ020,Nuevos,Renault,Duster Oroch,2023,0.0,8021006,113500000.0,PICKUP DOBLE CAB,86600.0,Cali
2843,DVO226,Usados,,,2013,80402.0,3206065,64750636.368,CAMIONETA PASAJ.,49100.0,Pereira
2844,ELA654,Usados,Suzuki,Swift [3],2018,,8801027,39400000.0,AUTOMOVIL,40800.0,Bucaramanga
2845,WBY265,Nuevos,Ford,Bronco [6],2024,8.0,3006160,275900000.0,CAMIONETA PASAJ.,275900.0,Cali
2846,BIC561,Nuevos,Suzuki,S-cross,2022,,8806016,71200000.0,CAMIONETA PASAJ.,68800.0,Cartagena
2847,FUI191,Usados,Chevrolet,Spark [3],2016,,407,33400000.0,,,Medellín
2848,TBU030,Nuevos,Renault,Duster,2025,,8006090,111950000.0,CAMIONETA PASAJ.,104000.0,Bogotá
2849,MVY636,Usados,Mazda,3 [3],2018,59317.0,5601143,75600000.0,AUTOMOVIL,66500.0,Medellín
2850,QPD377,Usados,Ford,Escape [3] [fl],2013,,3008052,62200000.0,CAMPERO,48900.0,Ibagué
2851,LZF982,Usados,,,2023,31792.0,8801052,44400000.0,AUTOMOVIL,49600.0,Barranquilla
2852,UAY137,Nuevos,Byd,Idolphin,2025,10.0,11101029,119990000.0,AUTOMOVIL,107000.0,Cartagena
2853,TEJ441,Usados,Ford,Ecosport [2],2015,31544.0,3006130,47600000.0,CAMIONETA PASAJ.,42900.0,Medellín
2854,AFB295,Usados,Mazda,Cx30,2022,24420.0,183559,101957000.0,,,Cali
2855,ROL553,Usados,Toyota,Fortuner [2],2018,,9006163,156600000.0,CAMIONETA PASAJ.,144200.0,Cartagena
2856,PBP046,Nuevos,Mazda,3,2019,,5601143,82600000.0,AUTOMOVIL,75400.0,Soledad
2857,GCK727,Usados,Ford,Fiesta [4],2016,,1088,45900000.0,,,Medellín
2858,DGM593,Nuevos,Foton,Mini Truck,2025,483.0,18920004,72990000.0,PICKUP SENCILLA,65100.0,Bogotá
2859,LRQ487,Usados,Volkswagen,Voyage,2020,,9201266,47700000.0,AUTOMOVIL,47700.0,Medellín
2860,UCC542,Usados,Chevrolet,Spark [3],2014,,1601274,31100000.0,AUTOMOVIL,30800.0,Medellín
2861,UPN188,Nuevos,Jmc,Jx,2023,,15804023,90990000.0,CAMION,94500.0,Villavicencio
2862,TJM498,Usados,Nissan,Versa,2013,81803.0,6401184,33700000.0,AUTOMOVIL,32900.0,Villavicencio
2863,JZB627,Nuevos,Nissan,Versa,2021,,6401245,73400000.0,AUTOMOVIL,60700.0,Bogotá
2864,HEZ178,Usados,Mazda,Cx5 [fl],2023,15351.0,5606107,154278000.0,CAMIONETA PASAJ.,132800.0,Bogotá
2865,CLS358,Nuevos,Foton,Frr-s,2023,12458.0,18904066,144000000.0,CAMION,165600.0,Bucaramanga
2866,WTH513,Nuevos,Mazda,Cx5 [fl],2023,29805.0,5606109,158778000.0,CAMIONETA PASAJ.,140000.0,Barranquilla
2867,XYY528,Nuevos,Foton,Fhr,2025,,18904085,120990000.0,CAMION,107300.0,Bogotá
2868,ERV690,Usados,Mazda,Cx30,2021,,183559,89900000.0,,,Cali
2869,XOS459,Nuevos,Mazda,Cx30,2025,,183559,130610000.0,,,Medellín
2870,KMR920,Nuevos,Nissan,Versa,2024,0.0,6401184,86990000.0,AUTOMOVIL,0.0,Medellín
2871,PCP497,Usados,Volkswagen,Gol [5],2018,,9201223,42300000.0,AUTOMOVIL,39200.0,Medellín
2872,EOF145,Nuevos,Toyota,Fortuner [2],2021,,9006173,194500000.0,CAMIONETA PASAJ.,189600.0,Barranquilla
2873,GYL465,Nuevos,Kia,Picanto [3],2022,,4601251,45000000.0,AUTOMOVIL,48200.0,Cali
2874,SWZ461,Usados,,,2023,49590.0,15812028,69000000.0,FURGON,95700.0,Bogotá
2875,YNH860,Usados,Mazda,Cx5 [fl],2017,53898.0,5608006,91500000.0,CAMPERO,91000.0,Cartagena
2876,MJS775,Nuevos,Renault,Sandero [2],2017,,8001181,38000000.0,AUTOMOVIL,36300.0,Bucaramanga
2877,FLN732,Nuevos,Jeep,Renegade,2020,,4206062,85000000.0,CAMIONETA PASAJ.,69300.0,Medellín
2878,NKV719,Usados,Bmw,X5,2017,1.0,808056,172600000.0,CAMPERO,138000.0,Soledad
2879,LDG305,Usados,Renault,Stepway,2019,20600.0,8001176,48700000.0,AUTOMOVIL,46100.0,Bogotá
2880,BVD217,Usados,Renault,Logan [2],2017,,8001173,34900000.0,AUTOMOVIL,33900.0,Villavicencio
2881,JMF415,Nuevos,Mitsubishi,Montero Sport [5],2021,,6208150,206900000.0,CAMPERO,0.0,Villavicencio
2882,HHW811,Usados,Chevrolet,Sail,2018,,1601256,35400000.0,AUTOMOVIL,33800.0,Cúcuta
2883,AKK216,Usados,Chevrolet,Spark [3],2015,,1601275,31400000.0,AUTOMOVIL,31200.0,Medellín
2884,CSQ657,Usados,Hyundai,Tucson,2016,,3206082,71000000.0,CAMIONETA PASAJ.,63600.0,Cúcuta
2885,DHQ993,Nuevos,Suzuki,S-cross,2021,,8806016,68700000.0,CAMIONETA PASAJ.,65800.0,Cali
2886,UEM757,Nuevos,Volkswagen,Virtus,2022,,9201255,71100000.0,AUTOMOVIL,66900.0,Soledad
2887,TDT047,Nuevos,Suzuki,Swift [3],2023,,8801052,59700000.0,AUTOMOVIL,49600.0,Bogotá
2888,PZZ822,Nuevos,Kia,K3 Cross,2025,,4606173,95489999.0,CAMIONETA PASAJ.,89300.0,Medellín
2889,NAF833,Usados,Mazda,3 [3],2019,,5601142,73400000.0,AUTOMOVIL,70200.0,Soledad
2890,SFV852,Nuevos,Volkswagen,Teramont,2023,,9206090,239990000.0,CAMIONETA PASAJ.,177900.0,Pereira
2891,OKD164,Nuevos,Jmc,Jx,2022,0.0,15812028,85300000.0,FURGON,85300.0,Bogotá
2892,IYN988,Usados,Ford,Fiesta [4],2013,,3001124,32200000.0,AUTOMOVIL,31600.0,Bogotá
2893,NBF225,Usados,Chevrolet,Spark [3],2014,,1601274,33032000.0,AUTOMOVIL,30800.0,Medellín
2894,EWB011,Nuevos,Suzuki,Swift [3],2023,,8801057,65000000.0,AUTOMOVIL,63600.0,Medellín
2895,RGO804,Nuevos,Kia,Picanto [3],2022,,4601253,47218000.0,AUTOMOVIL,51200.0,Cali
2896,CEK691,Usados,,,2023,31792.0,8801052,44400000.0,AUTOMOVIL,49600.0,Cartagena
2897,FVG626,Usados,Mazda,2 [2],2011,,5601121,32200000.0,AUTOMOVIL,32900.0,Medellín
2898,ZET263,Usados,Mercedes Benz,Glc 250,2017,50322.0,5806050,139700000.0,CAMIONETA PASAJ.,139700.0,Cali
2899,DHS888,Usados,Suzuki,Swift [3],2018,,8801027,39400000.0,AUTOMOVIL,40800.0,Cúcuta
2900,KUY417,Usados,Hyundai,Tucson Ix 35,2016,,3206066,63200000.0,CAMIONETA PASAJ.,60500.0,Soledad
2901,TMT126,Nuevos,Ford,Mustang [6],2023,,3001143,224990000.0,AUTOMOVIL,217100.0,Barranquilla
2902,KVY341,Usados,Mazda,2 [2],2016,35200.0,2431,55025000.0,,,Medellín
2903,ZBI205,Nuevos,Nissan,Versa [2],2022,,6401244,71990000.0,AUTOMOVIL,70200.0,Medellín
2904,PAW405,Usados,Nissan,Versa,2013,,6401184,33700000.0,AUTOMOVIL,32900.0,Cartagena
2905,IZK078,Nuevos,Suzuki,S.presso,2023,,189034,52090000.0,,,Bogotá
2906,CFE348,Usados,Mazda,3 [3],2012,,5602419,35100000.0,AUTOMOVIL,34800.0,Medellín
2907,LZV543,Nuevos,Suzuki,Vitara,2022,,8806019,89200000.0,CAMIONETA PASAJ.,71200.0,Cartagena
2908,INJ185,Nuevos,Volkswagen,T-cross,2022,,9206085,100500000.0,CAMIONETA PASAJ.,82300.0,Soacha
2909,KYQ004,Usados,Ford,Fiesta [4],2011,,3001125,28100000.0,AUTOMOVIL,30000.0,Bucaramanga
2910,FWG047,Nuevos,Jmc,Jx,2021,,15812028,79500000.0,FURGON,79500.0,Cúcuta
2911,GRJ207,Nuevos,Nissan,Versa [fl],2023,,6401262,66800000.0,AUTOMOVIL,66000.0,Bucaramanga
2912,DUK887,Usados,Chevrolet,Captiva,2016,50400.0,1606211,46300000.0,CAMIONETA PASAJ.,39200.0,Bogotá
2913,NWG440,Usados,Dodge,Journey,2012,,2406043,41900000.0,CAMIONETA PASAJ.,38100.0,Pereira
2914,UEC930,Nuevos,Bmw,X1,2019,,806029,111200000.0,CAMIONETA PASAJ.,106000.0,Villavicencio
2915,KDR371,Usados,Chevrolet,Aveo,2013,,1601146,27600000.0,AUTOMOVIL,29100.0,Barranquilla
2916,NUY924,Nuevos,Suzuki,Baleno,2022,,8801042,64500001.0,AUTOMOVIL,51300.0,Soacha
2917,PGP554,Nuevos,Nissan,Kicks,2020,,6406131,77400000.0,CAMIONETA PASAJ.,74100.0,Barranquilla
2918,GUN076,Nuevos,Renault,Duster [2],2022,,8006063,70899999.0,CAMIONETA PASAJ.,69400.0,Cali
2919,RYM326,Usados,,,2019,84296.0,8608070,82000000.0,CAMPERO,0.0,Cali
2920,MVO684,Usados,Chevrolet,Tracker,2016,,1606222,45900000.0,CAMIONETA PASAJ.,40200.0,Soledad
2921,KIY383,Nuevos,Hyundai,Tucson [3],2022,,3206104,104990000.0,CAMIONETA PASAJ.,104300.0,Pereira
2922,ILX725,Usados,Citroen,C-elysee,2022,,1801122,56400000.0,AUTOMOVIL,58500.0,Medellín
2923,GCG283,Nuevos,Mazda,2 [2],2025,,5601150,85000000.0,AUTOMOVIL,0.0,Barranquilla
2924,GLA105,Nuevos,Mercedes Benz,Cla 45,2023,0.0,5801338,359900000.0,AUTOMOVIL,269700.0,Barranquilla
2925,ZQH541,Nuevos,Karry,Yoyo,2025,494.0,41807001,59000000.0,CAMIONETA REPAR,58600.0,Bogotá
2926,WMK677,Usados,Chevrolet,Spark [3],2017,,1601274,35000000.0,AUTOMOVIL,35600.0,Cúcuta
2927,NCA301,Usados,Chevrolet,Spark [3],2014,,1601274,31100000.0,AUTOMOVIL,30800.0,Soacha
2928,UGU527,Usados,,,2014,,9201125,38592629.184,AUTOMOVIL,33700.0,Santa Marta
2929,RWB541,Usados,Hyundai,Tucson Ix 35,2013,,3206065,52200000.0,CAMIONETA PASAJ.,49100.0,Cúcuta
2930,OZY163,Usados,Mazda,Cx30,2023,,5606111,118577000.0,CAMIONETA PASAJ.,120000.0,Bucaramanga
2931,VAZ879,Nuevos,Kia,Picanto [3],2025,,2199,59355000.0,,,Bucaramanga
2932,DYX172,Nuevos,Nissan,Np 300 Frontier [2],2021,,6421067,125300000.0,PICKUP DOBLE CAB,111800.0,Medellín
2933,TCW923,Nuevos,Volkswagen,Polo [6],2022,,9201260,54000000.0,AUTOMOVIL,65000.0,Medellín
2934,HTB848,Nuevos,Foton,Frr-s,2022,,18904066,162300000.0,CAMION,162300.0,Pereira
2935,WTV778,Nuevos,Mazda,Cx30,2021,,5606100,102800000.0,CAMIONETA PASAJ.,82400.0,Cali
2936,TDD622,Usados,Chevrolet,Spark [3],2015,,1601274,30887500.0,AUTOMOVIL,32600.0,Pereira
2937,SGS301,Usados,Ford,Escape [3],2019,24527.0,3006140,103200000.0,CAMIONETA PASAJ.,89000.0,Pereira
2938,VCJ203,Nuevos,Jac,Hfc1035,2022,,11312058,88400000.0,FURGON,88400.0,Cali
2939,OPO836,Nuevos,Suzuki,Fronx,2025,,8806034,107990000.0,CAMIONETA PASAJ.,99500.0,Villavicencio
2940,UQX160,Usados,Nissan,Versa,2014,,6401184,36800000.0,AUTOMOVIL,33100.0,Cartagena
2941,IMR649,Usados,Chevrolet,Spark [3],2011,,1601240,24300000.0,AUTOMOVIL,26200.0,Soacha
2942,ASO499,Usados,Chevrolet,Spark [3],2018,,1601304,38800000.0,AUTOMOVIL,36000.0,Soledad
2943,HFS153,Usados,Nissan,March,2014,,6401199,31300000.0,AUTOMOVIL,30800.0,Barranquilla
2944,GKG462,Nuevos,Suzuki,Swift [4],2022,0.0,8801057,75000000.0,AUTOMOVIL,60200.0,Soledad
2945,PPS932,Nuevos,Foton,Frr-s,2023,0.0,18904066,144990000.0,CAMION,165600.0,Cali
2946,MPZ661,Nuevos,Toyota,Land Cruiser [lc 200],2025,,9008256,375900000.0,CAMPERO,349600.0,Bogotá
2947,CTM954,Usados,Mazda,3 [3],2016,62200.0,5601141,59400000.0,AUTOMOVIL,51600.0,Bogotá
2948,OJO530,Nuevos,Byd,Song Plus Dm-i,2023,13531.0,11106013,152400000.0,CAMIONETA PASAJ.,146500.0,Bogotá
2949,TBK434,Nuevos,Ford,Escape [4],2023,,3006155,202000000.0,CAMIONETA PASAJ.,189500.0,Bogotá
2950,WOP399,Nuevos,Jmc,Jx,2025,,15804023,106990000.0,CAMION,0.0,Bogotá
2951,IZE412,Nuevos,Renault,Captur,2022,0.0,8006056,78000000.0,CAMIONETA PASAJ.,80300.0,Cali
2952,ULQ773,Nuevos,Nissan,Note,2015,,6401204,41000000.0,AUTOMOVIL,35800.0,Bogotá
2953,KVG367,Usados,Chevrolet,Spark [3],2018,,1601308,31400000.0,AUTOMOVIL,29200.0,Bucaramanga
2954,JVY759,Nuevos,Ford,Ranger,2023,44810.0,3021086,150300000.0,PICKUP DOBLE CAB,141200.0,Cali
2955,EEK888,Nuevos,Suzuki,S-cross [2],2023,,8806027,108970000.0,CAMIONETA PASAJ.,88800.0,Barranquilla
2956,RIM560,Nuevos,Foton,Fhr,2025,,18904092,102990000.0,CAMION,102300.0,Soacha
2957,CRO259,Usados,Mazda,2 [2],2015,64978.0,5601124,40800000.0,AUTOMOVIL,40300.0,Pereira
2958,DRI320,Nuevos,Mercedes Benz,B 180,2017,,5801219,73900000.0,AUTOMOVIL,0.0,Bogotá
2959,WLN057,Usados,Ford,Fiesta [4],2014,,3001138,35200000.0,AUTOMOVIL,33800.0,Bogotá
2960,DXB031,Nuevos,Ford,Escape [4],2023,,3006154,167990000.0,CAMIONETA PASAJ.,180300.0,Bogotá
2961,RFS922,Nuevos,Chevrolet,Nlr,2023,0.0,1604104,140000000.0,CAMION,148500.0,Barranquilla
2962,QQY692,Usados,Chevrolet,Spark [3],2011,,1601189,21400000.0,AUTOMOVIL,18400.0,Soledad
2963,PBS079,Usados,Volkswagen,Gol [3],2016,,3858,27900000.0,,,Cali
2964,KSK887,Usados,Chevrolet,Tracker,2015,,1606222,43300000.0,CAMIONETA PASAJ.,38700.0,Soledad
2965,QZM761,Usados,Mazda,3 [3],2016,,5601143,65400000.0,AUTOMOVIL,59800.0,Cali
2966,IRB910,Nuevos,Volkswagen,Constellation,2022,0.0,9222086,345842000.0,REMOLCADOR,434600.0,Soacha
2967,KPE638,Usados,Ford,Fiesta [4],2012,,3001124,30700000.0,AUTOMOVIL,29500.0,Soacha
2968,GMB129,Usados,Hyundai,I10,2013,,3201294,27700000.0,AUTOMOVIL,29200.0,Villavicencio
2969,HIH498,Nuevos,Ford,Escape [4],2022,,3006144,146600000.0,CAMIONETA PASAJ.,110100.0,Cali
2970,RFO449,Usados,Mercedes Benz,A 200,2020,34491.0,5801328,109400000.0,AUTOMOVIL,97800.0,Pereira
2971,EAU536,Nuevos,Renault,Kardian,2025,,8006095,88990000.0,CAMIONETA PASAJ.,116200.0,Barranquilla
2972,TXI533,Nuevos,Chevrolet,Onix [2],2023,0.0,1601341,69600000.0,AUTOMOVIL,59100.0,Soledad
2973,ZQS075,Usados,Renault,Stepway,2022,,8001208,59600000.0,AUTOMOVIL,59000.0,Cali
2974,YPF775,Usados,Toyota,Fortuner [2],2018,,9006160,159300000.0,CAMIONETA PASAJ.,138200.0,Cartagena
2975,EUD019,Nuevos,Byd,Seagull,2025,18.0,11101532,82989999.0,,,Medellín
2976,MXY563,Usados,Mazda,3 [3],2015,,5601139,51600000.0,AUTOMOVIL,50800.0,Cali
2977,TKJ300,Usados,Mazda,2 [2],2011,76976.0,5601105,31200000.0,AUTOMOVIL,28200.0,Medellín
2978,KAJ272,Usados,Seat,Arona,2024,7600.0,8206016,72000000.0,CAMIONETA PASAJ.,84600.0,Bogotá
2979,DDP286,Nuevos,Foton,Mini Truck,2024,0.0,18920004,80990000.0,PICKUP SENCILLA,64400.0,Cartagena
2980,IZT862,Nuevos,Ducati,Multistrada,2021,,2717077,78000000.0,MOTOCICLETA,74200.0,Medellín
2981,TKE827,Usados,Chevrolet,Sail,2016,,1601256,31700000.0,AUTOMOVIL,30400.0,Medellín
2982,XAA335,Nuevos,Chevrolet,Onix [2],2022,,1601339,65490000.0,AUTOMOVIL,57100.0,Pereira
2983,YYK247,Nuevos,Nissan,Versa,2023,,6401244,77800000.0,AUTOMOVIL,74500.0,Ibagué
2984,PNC511,Usados,Kia,Sportage [4],2013,,4606065,43300000.0,CAMIONETA PASAJ.,48900.0,Medellín
2985,SSS843,Usados,Chevrolet,Sail,2014,,1601256,28800000.0,AUTOMOVIL,27700.0,Bogotá
2986,YLA311,Usados,Renault,Logan [2],2019,,8001199,40700000.0,AUTOMOVIL,40900.0,Bogotá
2987,WAN689,Nuevos,Renault,Duster,2013,,8006034,44990000.0,CAMIONETA PASAJ.,38200.0,Bogotá
2988,RHL205,Usados,Ford,Escape [3],2017,57987.0,3006137,81700000.0,CAMIONETA PASAJ.,71100.0,Villavicencio
2989,NLE055,Nuevos,Bmw,G 310,2022,,817066,27990000.0,MOTOCICLETA,23600.0,Medellín
2990,NEU901,Usados,Chevrolet,Spark [3],2018,,1601308,31400000.0,AUTOMOVIL,29200.0,Villavicencio
2991,IXS015,Nuevos,Foton,Fhr,2023,,18904068,118490000.0,CAMION,133700.0,Soledad
2992,UAF899,Usados,,,2020,62063.0,6206085,84500000.0,CAMIONETA PASAJ.,94100.0,Cali
2993,OKC404,Nuevos,Dfsk/dfm/dfzl,Van Carga,2024,,14307015,60700000.0,CAMIONETA REPAR,60700.0,Soledad
2994,PVL163,Nuevos,Volkswagen,T-cross,2022,,9206086,89990000.0,CAMIONETA PASAJ.,0.0,Bogotá
2995,LIY453,Nuevos,Kia,Picanto [3],2025,,4601337,72755100.0,AUTOMOVIL,69800.0,Medellín
2996,SCI854,Usados,Chevrolet,Beat,2019,,1601322,44957000.0,AUTOMOVIL,38700.0,Bogotá
2997,EFZ608,Nuevos,Suzuki,S-cross [2],2024,,8806026,107500000.0,CAMIONETA PASAJ.,95100.0,Medellín
2998,CFT466,Nuevos,Volkswagen,Nivus,2023,,9206082,102990000.0,CAMIONETA PASAJ.,83800.0,Cali
2999,AAH326,Nuevos,Suzuki,S-cross,2022,,8806018,78500000.0,CAMIONETA PASAJ.,72600.0,Santa Marta
3000,HQE996,Usados,Mazda,3 [3],2019,24441.0,5601143,81700000.0,AUTOMOVIL,75400.0,Cali
3001,MGN796,Usados,Ford,Fiesta [4],2011,,3001125,30500000.0,AUTOMOVIL,30000.0,Barranquilla
3002,DTE622,Usados,Mazda,3 [3],2016,62200.0,5601141,59400000.0,AUTOMOVIL,51600.0,Cúcuta
3003,ZTR920,Usados,Renault,Duster,2022,,3259,83000000.0,,,Soledad
3004,ZXW378,Usados,Nissan,Kicks,2018,27720.0,6406133,74200000.0,CAMIONETA PASAJ.,66700.0,Villavicencio
3005,LKG590,Nuevos,Mazda,2 [2],2019,,5601170,60500000.0,AUTOMOVIL,58900.0,Bogotá
3006,BGD247,Usados,Jeep,Renegade,2019,,4206064,68300000.0,CAMIONETA PASAJ.,62800.0,Soacha
3007,WON732,Nuevos,Volkswagen,Jetta [6],2020,,9201249,79600000.0,AUTOMOVIL,74700.0,Bogotá
3008,VNR679,Nuevos,Bmw,M240i,2024,,801472,224900000.0,AUTOMOVIL,223100.0,Soledad
3009,WPF192,Usados,Nissan,Tiida Hb,2013,,6401195,28800000.0,AUTOMOVIL,29200.0,Santa Marta
3010,HUQ541,Usados,Nissan,Versa,2012,,6401184,31900000.0,AUTOMOVIL,28600.0,Cali
3011,KKJ164,Usados,Jmc,Jx,2021,,15812030,91690333.0,FURGON,89700.0,Ibagué
3012,MJQ819,Usados,Chevrolet,Spark [3],2015,,1601274,32200000.0,AUTOMOVIL,32600.0,Cúcuta
3013,NMR004,Nuevos,Foton,Frr-s,2022,,18904066,138990000.0,CAMION,162300.0,Cali
3014,NOO038,Usados,Chevrolet,Tracker,2014,,1606222,41700000.0,CAMIONETA PASAJ.,37100.0,Bogotá
3015,XEF526,Usados,,,2023,,11310013,124008000.0,CARROTANQUE,0.0,Medellín
3016,FGJ373,Usados,Mazda,3 [3],2019,,5601142,73400000.0,AUTOMOVIL,70200.0,Soledad
3017,RDU407,Usados,Chevrolet,Spark [3],2020,,1601323,38900000.0,AUTOMOVIL,39200.0,Bucaramanga
3018,PWN970,Nuevos,Renault,Kardian,2025,,8006094,99990000.0,CAMIONETA PASAJ.,93500.0,Bogotá
3019,JDN559,Nuevos,Kia,Sportage [4],2024,,4606154,125100000.0,CAMIONETA PASAJ.,127900.0,Cartagena
3020,OEL761,Nuevos,Honda,City,2022,,3401169,87990000.0,AUTOMOVIL,72900.0,Bucaramanga
3021,ZKC412,Nuevos,Kia,Rio,2022,,4601307,69900000.0,AUTOMOVIL,63300.0,Soledad
3022,CCO333,Nuevos,Mazda,3 [3],2015,,5601139,40900000.0,AUTOMOVIL,50800.0,Bogotá
3023,IUM590,Nuevos,Kia,Rio,2024,,4601259,85084000.0,AUTOMOVIL,0.0,Soacha
3024,XKD881,Nuevos,Renault,Duster,2024,,3259,86400000.0,,,Cali
3025,TCA053,Nuevos,Mazda,3 [3],2016,,5601141,54900000.0,AUTOMOVIL,51600.0,Medellín
3026,QYR219,Nuevos,Nissan,Navara,2009,,8801032,38000000.0,AUTOMOVIL,0.0,Pereira
3027,VTZ230,Nuevos,Ford,Escape [4],2023,,3006149,149990000.0,CAMIONETA PASAJ.,120800.0,Cali
3028,GLY382,Usados,Renault,Logan [2],2020,,8001187,44170000.0,AUTOMOVIL,40400.0,Bucaramanga
3029,TCQ548,Usados,Renault,Duster,2014,35204.0,8006034,44000000.0,CAMIONETA PASAJ.,41000.0,Barranquilla
3030,FWR101,Nuevos,Great Wall,Wingle 7,2022,,16721029,114300000.0,PICKUP DOBLE CAB,96100.0,Ibagué
3031,RBO443,Nuevos,Ford,Escape [4],2024,,3006156,144990000.0,CAMIONETA PASAJ.,115000.0,Medellín
3032,VNY511,Usados,Mazda,3 [3],2015,,5601145,52700000.0,AUTOMOVIL,52300.0,Cali
3033,RUN118,Usados,Toyota,Fortuner [2],2020,,3686,185322000.0,,,Soacha
3034,JRV470,Nuevos,Kia,Picanto [3],2025,,2199,58990000.0,,,Cartagena
3035,EPS004,Usados,Volkswagen,Voyage,2019,,9201225,40300000.0,AUTOMOVIL,40300.0,Medellín
3036,VYM007,Usados,Ford,Ecosport [2],2016,,3006132,46730000.0,CAMIONETA PASAJ.,43700.0,Cartagena
3037,FOH627,Usados,Volkswagen,Voyage,2021,,9201276,53900000.0,AUTOMOVIL,53900.0,Cali
3038,LDZ699,Usados,Renault,Captur,2019,,8006055,68800000.0,CAMIONETA PASAJ.,59900.0,Santa Marta
3039,VNO361,Usados,Toyota,Fortuner [2],2017,,9008170,146400000.0,CAMPERO,128800.0,Ibagué
3040,AHK976,Usados,Ford,Edge,2012,,3008047,54357000.0,CAMPERO,57500.0,Bogotá
3041,RMJ424,Nuevos,Renault,Duster [2],2025,126.0,8006073,86981503.0,CAMIONETA PASAJ.,101200.0,Medellín
3042,EBO834,Usados,Mazda,2 [2],2021,17747.0,5601190,64250000.0,AUTOMOVIL,63100.0,Cali
3043,LAW847,Nuevos,Jmc,Jx,2022,,15804023,82000000.0,CAMION,84200.0,Bogotá
3044,FAE036,Usados,Mazda,3,2013,105123.0,5601132,44400000.0,AUTOMOVIL,42700.0,Bogotá
3045,WSX522,Nuevos,Foton,Frr-s,2023,,18904074,150000000.0,CAMION,178500.0,Bogotá
3046,XNQ878,Usados,Nissan,Kicks,2022,,6406143,84500000.0,CAMIONETA PASAJ.,86900.0,Soacha
3047,VKS856,Usados,Kia,Cerato,2020,,4601283,70000000.0,AUTOMOVIL,64200.0,Cartagena
3048,UHQ759,Nuevos,Volkswagen,Constellation,2022,,9204027,266899999.0,CAMION,303300.0,Bogotá
3049,FFH157,Nuevos,Peugeot,3008 [2],2020,,6806041,122200000.0,CAMIONETA PASAJ.,81800.0,Medellín
3050,LBT483,Usados,Chevrolet,Spark [3],2019,,1601325,38800000.0,AUTOMOVIL,39500.0,Medellín
3051,UCT339,Usados,Ford,Escape [3],2014,,3008052,66900000.0,CAMPERO,53100.0,Bogotá
3052,UJA835,Usados,Chevrolet,Spark [3],2012,,1601240,27700000.0,AUTOMOVIL,29200.0,Bogotá
3053,MNJ938,Nuevos,Mazda,3 [3],2019,,5601142,73400000.0,AUTOMOVIL,70200.0,Soacha
3054,CRA793,Nuevos,Ktm,200,2024,,17417068,17490000.0,MOTOCICLETA,16600.0,Soacha
3055,YVL634,Nuevos,Volkswagen,Gol [7],2023,0.0,9201281,72000000.0,AUTOMOVIL,58600.0,Bucaramanga
3056,JFB608,Nuevos,Renault,Captur,2019,0.0,8006056,74000000.0,CAMIONETA PASAJ.,65000.0,Cartagena
3057,PRO203,Nuevos,Mercedes Benz,Glc 300,2020,52095.0,5806064,189800000.0,CAMIONETA PASAJ.,159200.0,Bucaramanga
3058,KZV211,Usados,Renault,Duster,2020,13458.0,8006051,59700000.0,CAMIONETA PASAJ.,55300.0,Bogotá
3059,UTD540,Usados,Nissan,Np 300 Frontier [2],2021,,6421072,148500000.0,PICKUP DOBLE CAB,129200.0,Ibagué
3060,UWP636,Usados,Chevrolet,Aveo,2013,,1601224,25500000.0,AUTOMOVIL,25900.0,Soledad
3061,ALQ130,Usados,Kia,Stonic,2023,,4601302,90000000.0,AUTOMOVIL,85200.0,Soacha
3062,TSJ259,Usados,Renault,Duster,2016,,8006034,50900000.0,CAMIONETA PASAJ.,47200.0,Cali
3063,WBT660,Usados,Renault,Kwid [fl],2023,,8001217,55139000.0,AUTOMOVIL,49900.0,Cali
3064,RDX506,Nuevos,Karry,Yoyo,2025,448.0,41807001,58990000.0,CAMIONETA REPAR,58600.0,Villavicencio
3065,YNE155,Usados,,,2022,,11322003,75374843.484,REMOLCADOR,0.0,Cali
3066,RCB094,Nuevos,Foton,Fqr,2023,,18911058,156990000.0,CHASIS,179000.0,Cali
3067,FWN139,Nuevos,Volkswagen,T-cross,2021,,9206079,90700000.0,CAMIONETA PASAJ.,76500.0,Soacha
3068,FYE704,Usados,Chevrolet,Spark [3],2014,,1601275,30100000.0,AUTOMOVIL,29700.0,Cartagena
3069,PWH676,Usados,Dodge,Journey,2018,,2406042,66000000.0,CAMIONETA PASAJ.,55900.0,Pereira
3070,RAB551,Usados,,,2023,,15804031,117967062.804,CAMION,0.0,Cúcuta
3071,JDZ162,Nuevos,Volkswagen,T-cross,2023,,9206084,89990000.0,CAMIONETA PASAJ.,91300.0,Ibagué
