,id_transaccion,id_vehiculo,fecha_trx,tipo_operacion,monto,tasa_interes,fecha_financiacion,id_deudor,edad_cliente,ingresos_mensuales,Ciudad_cliente
876,5119178,LNM519,31/12/2021,Contado,98305799,,08/10/2021,6666683,54,12104194,Bogotá
877,1681407,BJU179,28/01/2023,Contado,114847025,,28/11/2022,9356227,60,4199843,Medellín
878,7241893,VJF242,27/02/2024,Contado,143211309,,20/01/2024,2325131,56,10485482,Santa Marta
879,1212908,HPM607,13/08/2021,Contado,58796454,,12/06/2021,2835207,42,32998302,Bogotá
880,4639861,LUD038,25/05/2021,Credito,159437119,General,04/04/2021,4704831,25,23519880,Cali
881,7258244,QBN112,01/07/2024,Contado,86146542,,25/04/2024,3790380,43,16440103,Cartagena
882,8504337,NFA324,07/01/2022,Contado,77947587,,22/10/2021,2361870,37,3243108,Cartagena
883,4652829,EJN597,22/02/2022,Credito,65816551,General,07/12/2021,3284701,46,2620258,Bogotá
884,6036920,JTQ532,19/09/2024,Leasing,72089517,,07/08/2024,1358999,47,7203112,Cali
885,1175433,ZKC412,11/08/2021,Leasing,147538308,,08/07/2021,1746936,34,25110726,Bucaramanga
886,9453922,WQO141,21/01/2022,Credito,54764753,Premium,26/09/2021,7685466,30,23676057,Bogotá
887,3471536,BVP951,06/09/2021,Contado,56193005,,16/06/2021,8774022,56,3381107,Bogotá
888,7039475,HJU472,03/01/2023,Contado,38203610,,11/09/2022,1021925,34,26488356,Bogotá
889,7022585,NAA169,05/11/2021,Credito,127107955,Premium,24/08/2021,5086365,26,20068410,Cali
890,6785013,TMF629,07/10/2021,Contado,55736147,,12/08/2021,6871718,49,3793864,Medellín
891,6601775,WOP439,23/02/2023,Leasing,140586447,,20/12/2022,1242578,44,6514708,Cúcuta
892,7606354,LDR233,28/03/2021,Contado,80882809,,11/12/2020,6427491,58,18432762,Soledad
893,3635541,TKE827,28/09/2024,Credito,123777939,General,12/08/2024,2977109,60,22789163,Medellín
894,4814195,MGV719,26/03/2021,Contado,55920651,,20/02/2021,1725603,33,19812873,Medellín
895,5206361,CUA910,12/07/2022,Contado,84362699,,28/05/2022,5816559,38,9351329,Soacha
896,5066681,WYK671,13/12/2022,Credito,91596302,Premium,24/10/2022,2896137,58,19061394,Cartagena
897,1543474,BBT808,03/09/2023,Leasing,71150632,,13/05/2023,8693671,67,19498711,Cali
898,9999758,AAI079,20/03/2024,Leasing,42393162,,12/01/2024,9385792,46,19438390,Bogotá
899,2318558,XAA335,16/12/2024,Credito,127126907,General,13/11/2024,7327800,40,15023295,Soledad
900,3079131,TZF592,18/11/2024,Contado,139916989,,24/07/2024,4764462,51,11450226,Barranquilla
901,8660730,UJL405,09/04/2023,Credito,104038699,General,15/01/2023,9648370,37,6359667,Cartagena
902,6192544,JHV747,13/05/2023,Credito,70729200,General,10/02/2023,8143421,38,10361849,Ibagué
903,3006859,SNH968,12/09/2021,Credito,33956381,General,26/07/2021,2227128,38,3113107,Cali
904,8676419,QQN793,25/12/2021,Contado,119272237,,02/09/2021,7801768,40,19010567,Bogotá
905,2420690,SFR102,31/07/2023,Credito,72278067,Preferencial,14/06/2023,1403931,23,25365514,Bogotá
906,6844991,QTB377,20/06/2024,Credito,64556456,Preferencial,07/03/2024,5671836,48,29381844,Cali
907,8094596,GJU528,07/04/2022,Contado,98649180,,05/02/2022,5027607,51,2688806,Medellín
908,3134709,IVR646,17/11/2021,Contado,176030065,,28/09/2021,8552071,57,13060900,Bogotá
909,4576281,ZLZ303,27/08/2022,Contado,117511625,,22/05/2022,2133827,67,15008690,Villavicencio
910,4780391,EAV771,29/09/2024,Contado,113709320,,27/08/2024,2329014,38,16625434,Cartagena
911,2715324,KJZ438,13/07/2024,Credito,88027982,Premium,10/06/2024,2439633,28,13412584,Cartagena
912,5636211,FNE134,18/02/2023,Contado,47273848,,06/11/2022,6933700,36,20322105,Bucaramanga
913,2875585,DQP428,22/07/2022,Contado,126029794,,17/05/2022,7706892,45,8484894,Bogotá
914,3209352,DUM420,03/12/2022,Contado,196204842,,24/10/2022,5015730,65,12068472,Cúcuta
915,1237939,FWW652,07/08/2023,Contado,68451404,,26/05/2023,4608529,30,12957849,Cali
916,7017784,FEN573,16/03/2021,Contado,118460408,,08/02/2021,5816761,38,23950006,Ibagué
917,1621536,RTE587,21/12/2021,Leasing,42587714,,14/11/2021,8680178,65,20096519,Barranquilla
918,1217853,BXP881,10/07/2023,Credito,47447295,General,06/06/2023,5533563,60,7326284,Bogotá
919,5517186,JPF364,13/10/2022,Credito,88227123,General,29/07/2022,7515680,47,26389785,Medellín
920,9720059,NQF282,04/09/2024,Leasing,118964375,,14/07/2024,3547713,25,3035076,Medellín
921,8670528,NBC686,22/06/2021,Contado,113960330,,15/05/2021,3537539,24,9328087,Bogotá
922,6647224,KIQ261,18/02/2024,Leasing,57081885,,22/11/2023,7516962,64,9573289,Medellín
923,4281928,IGT567,03/02/2024,Contado,66516703,,18/11/2023,1244867,23,28896101,Bogotá
924,3245916,TQR238,11/06/2023,Credito,140706565,General,20/03/2023,5363029,56,24760013,Bogotá
925,5131158,JLU405,25/09/2022,Leasing,145141371,,16/06/2022,2442258,56,10592773,Medellín
926,1670757,HKZ213,07/11/2023,Leasing,149315815,,12/08/2023,5139986,33,8369869,Bogotá
927,7359900,TGN929,21/11/2024,Credito,72965881,Premium,08/10/2024,4761516,60,9764849,Bogotá
928,1169580,UCF596,17/08/2023,Leasing,127826719,,05/05/2023,7786423,42,27177918,Villavicencio
929,3677305,TBW598,17/09/2023,Leasing,149883311,,28/07/2023,7922923,24,10662535,Bogotá
930,4018270,SSG469,13/12/2024,Contado,105383998,,27/10/2024,7988807,60,14343724,Medellín
931,1789342,SHT010,10/12/2023,Contado,67478565,,20/08/2023,4155761,64,26934257,Soacha
932,1160260,QJN249,28/12/2023,Leasing,131786206,,09/10/2023,9415533,61,19317561,Soacha
933,2935500,EWG803,04/01/2023,Leasing,39567770,,25/10/2022,8909295,48,26995470,Soacha
934,3133596,BEW723,20/04/2024,Credito,115407737,General,06/01/2024,4946110,52,17067662,Ibagué
935,3197988,JIM547,02/08/2023,Credito,171058226,Preferencial,05/06/2023,3908298,38,29850674,Medellín
936,8928213,CND820,07/06/2022,Leasing,114981108,,24/04/2022,8693738,56,19721074,Medellín
937,6795723,ZXG868,11/09/2022,Leasing,114820149,,24/05/2022,2553123,52,8010589,Barranquilla
938,4840533,GIX397,01/01/2021,Contado,46759580,,07/09/2020,8300829,51,19257107,Bogotá
939,2367033,BHQ888,16/03/2023,Contado,111536100,,07/12/2022,3895295,56,19372566,Pereira
940,4735322,FIO969,13/03/2024,Credito,149607901,Preferencial,23/11/2023,6416572,23,9724146,Soledad
941,2521777,KXH575,11/03/2022,Leasing,180682260,,14/11/2021,2872842,54,27238606,Barranquilla
942,3488100,CYE726,17/06/2022,Leasing,88006764,,13/03/2022,1439270,32,29782060,Villavicencio
943,3158826,XPE352,13/01/2022,Contado,133250551,,16/11/2021,6831681,59,27972745,Bucaramanga
944,6560672,HWU236,07/02/2024,Credito,94750625,General,11/12/2023,4843251,30,13046510,Cali
945,4198510,BBT935,22/07/2024,Credito,134104949,Preferencial,21/04/2024,7806885,59,20674376,Bogotá
946,2043745,TSH671,10/03/2021,Contado,42609269,,18/12/2020,7599542,58,18552631,Soacha
947,8451192,GEJ795,26/04/2021,Leasing,85001456,,21/03/2021,2929519,35,27535033,Cali
948,5078144,LKB460,27/04/2023,Credito,74698304,Premium,23/01/2023,3480063,53,18319716,Bogotá
949,3194187,OOS409,17/12/2021,Contado,110928861,,27/10/2021,8664391,27,9551087,Barranquilla
950,4588835,JKN504,16/12/2023,Contado,48770582,,04/09/2023,4796186,34,19034770,Bogotá
951,5661786,LQL095,31/05/2023,Leasing,75546501,,13/04/2023,9223710,43,20977437,Barranquilla
952,6924254,ZTB963,05/09/2022,Contado,121482899,,18/07/2022,6371078,66,18088852,Bucaramanga
953,2729524,RFL037,19/05/2022,Credito,39284542,Preferencial,08/03/2022,6492726,59,24162577,Cartagena
954,7298980,LDG305,13/04/2023,Contado,61437835,,15/02/2023,3302773,44,30481391,Ibagué
955,7058418,VYW122,04/08/2023,Leasing,141344133,,08/05/2023,8430821,50,32186751,Barranquilla
956,5137326,VKX696,11/09/2023,Credito,140327781,General,30/07/2023,6284685,56,22340140,Cali
957,6871641,DKR133,10/10/2023,Contado,33984905,,25/06/2023,7965253,47,6017738,Bogotá
958,6858548,NAF833,19/12/2022,Leasing,132311485,,08/10/2022,6962055,46,12929633,Cúcuta
959,7028771,YKX328,14/06/2022,Contado,129566757,,26/02/2022,4263724,62,24739784,Bogotá
960,9090924,HSZ335,03/09/2022,Leasing,107592205,,01/06/2022,3991205,27,19044386,Bogotá
961,9244265,NYK331,03/04/2024,Contado,80955777,,18/02/2024,1991131,61,27297055,Cúcuta
962,4857330,LRW619,11/08/2024,Contado,43832209,,14/06/2024,2042225,41,30510602,Soacha
963,3193544,AAX286,20/09/2022,Contado,97055264,,27/06/2022,7177440,48,18557643,Soacha
964,1108303,FFH157,17/08/2021,Leasing,131946058,,04/06/2021,4179027,60,20617957,Cali
965,8888070,OZT927,13/09/2024,Leasing,37969298,,21/06/2024,6708375,42,21812212,Ibagué
966,4044012,UGX120,12/01/2022,Contado,117655648,,28/09/2021,8318584,37,30603414,Bogotá
967,1946152,HGT643,14/06/2023,Contado,115004842,,18/03/2023,6389814,35,21476232,Medellín
968,5776461,IJL195,07/10/2023,Contado,144409207,,04/09/2023,8766393,64,18199692,Barranquilla
969,8509703,MXI916,08/11/2023,Leasing,60345420,,26/07/2023,1951900,42,2256292,Barranquilla
970,3375215,GYS820,05/03/2022,Credito,40594035,Preferencial,13/01/2022,2374501,42,26903371,Villavicencio
971,7961018,BTO176,24/02/2023,Contado,77567761,,16/01/2023,2037612,23,29784672,Cali
972,2425538,STX428,13/11/2023,Credito,44653076,General,18/09/2023,2678748,33,10898349,Bogotá
973,2650476,JOR579,15/05/2021,Contado,58598220,,26/01/2021,1831553,41,26989396,Barranquilla
974,9230244,QIX654,26/07/2023,Leasing,121358384,,05/05/2023,4143987,46,2221899,Bogotá
975,9803303,UAQ746,10/06/2022,Leasing,196827868,,02/04/2022,5589922,32,19966166,Bogotá
976,5570341,QRO217,29/07/2023,Credito,139698039,Preferencial,11/05/2023,5312889,43,23186003,Barranquilla
977,6564542,JSR466,25/02/2022,Contado,56980385,,04/01/2022,9977321,62,13699041,Bogotá
978,5589346,HAA693,26/11/2023,Contado,125912669,,10/08/2023,1014035,23,16709719,Cúcuta
979,3545459,UMK298,03/06/2024,Contado,78921063,,28/04/2024,9933336,67,15348469,Soledad
980,6474476,IGL064,20/07/2022,Leasing,94740606,,27/05/2022,6602525,29,7020699,Santa Marta
981,8362438,JXZ944,28/02/2021,Credito,126179386,General,08/12/2020,5983953,52,9869962,Cartagena
982,6496520,OLK165,16/07/2021,Contado,124556985,,28/03/2021,5413405,27,28552893,Medellín
983,4141258,LTO949,13/07/2023,Credito,61868873,Preferencial,23/04/2023,6089742,58,26104717,Santa Marta
984,5315063,MIZ681,14/11/2022,Credito,78129739,General,24/09/2022,2252664,23,12095747,Bogotá
985,3367831,WDG656,01/10/2023,Credito,145979138,Preferencial,04/06/2023,3387999,37,6930109,Soacha
986,6132904,GEN981,02/10/2021,Credito,50883686,Preferencial,13/06/2021,6470777,67,17326455,Medellín
987,9687286,AAA080,13/01/2023,Credito,103260214,Preferencial,24/10/2022,4556326,64,9389087,Cartagena
988,8060534,GZC483,03/02/2024,Contado,57659534,,24/12/2023,9768332,62,17451219,Bucaramanga
989,3335496,HVP652,28/10/2023,Contado,71427174,,04/09/2023,4591120,62,6597068,Medellín
990,6960513,ZTY947,29/12/2024,Credito,69519881,Preferencial,07/11/2024,3337036,62,11226650,Medellín
991,2156821,ROW121,31/03/2022,Credito,34918399,Preferencial,18/01/2022,7246267,52,24414677,Bogotá
992,3023232,UWN936,21/04/2023,Contado,47737108,,17/02/2023,7637187,38,2633340,Soacha
993,5003652,MJC646,22/10/2024,Contado,136050757,,17/09/2024,6391067,47,17103934,Barranquilla
994,7135427,UDS981,26/04/2021,Leasing,80292742,,06/01/2021,9823841,32,14802946,Cúcuta
995,5867816,XMC468,25/02/2023,Leasing,38873409,,04/11/2022,4752131,67,32477205,Medellín
996,5128274,MTF986,13/04/2024,Leasing,43798036,,24/02/2024,4849498,50,8030888,Bogotá
997,7194776,RSO923,23/12/2024,Leasing,60665740,,06/09/2024,8648962,24,2468674,Ibagué
998,2406486,HFF873,23/09/2022,Contado,107404015,,28/05/2022,6062555,47,27239643,Medellín
999,8265159,KUL069,07/12/2024,Contado,58557817,,15/09/2024,5540937,34,32572099,Bucaramanga
1000,4227476,MAF333,14/11/2024,Contado,105306443,,11/09/2024,1468534,40,30397965,Medellín
1001,5915725,JRL321,23/02/2023,Leasing,47556827,,03/01/2023,6543538,55,31452638,Cali
1002,7305338,PWN970,29/06/2021,Contado,149312203,,23/05/2021,8484049,25,29078574,Cartagena
1003,8610113,VIB534,07/12/2021,Credito,67917091,General,25/08/2021,3994835,65,21868308,Cartagena
1004,6547500,ZWR723,05/12/2022,Leasing,129297616,,02/09/2022,6941221,29,6634025,Bogotá
1005,8376867,GEP314,04/03/2021,Contado,57728580,,24/01/2021,7329402,56,19572399,Bogotá
1006,2244071,YQW761,08/11/2023,Credito,68103585,General,14/09/2023,6941486,51,25450167,Soledad
1007,8624465,HQR215,25/11/2021,Leasing,70303081,,05/09/2021,1662285,27,18397264,Medellín
1008,9075935,YYR623,09/07/2024,Leasing,136022665,,28/05/2024,7431901,23,31211308,Cali
1009,9419522,RSV082,30/11/2022,Leasing,149653319,,28/10/2022,9476111,31,22624840,Medellín
1010,8144225,KGV001,06/07/2024,Credito,139926074,Preferencial,01/05/2024,3489594,33,20424849,Bucaramanga
1011,6214140,VRF340,18/03/2022,Contado,55963208,,03/12/2021,1134702,64,27130440,Soacha
1012,7156777,RRD851,04/09/2024,Credito,140893726,Premium,13/06/2024,9805013,67,3169623,Cali
1013,8164924,SNV660,27/10/2024,Credito,101434171,Premium,12/08/2024,3508867,58,25150337,Cali
1014,5318777,QRT572,11/09/2024,Contado,113174844,,19/05/2024,4886857,55,14734126,Cali
1015,7035301,DAP759,08/09/2024,Contado,142062672,,18/05/2024,3446956,24,18142066,Bogotá
1016,5290619,LXB040,06/09/2024,Contado,90101748,,05/07/2024,5157145,24,14749012,Bogotá
1017,5679116,IKJ202,04/05/2023,Credito,138932097,General,08/01/2023,5041970,23,19378718,Bogotá
1018,3946777,JUL486,31/03/2024,Contado,149267589,,20/12/2023,9038223,43,5309626,Bogotá
1019,8112830,HFG645,05/01/2021,Credito,51287798,General,01/12/2020,1364900,50,15010906,Cúcuta
1020,2186891,IDG706,15/11/2022,Contado,77339149,,31/07/2022,5490896,52,30294678,Bucaramanga
1021,6528427,FCO907,13/11/2022,Contado,78391811,,03/08/2022,5675254,36,15301122,Soacha
1022,4555537,OTP940,23/07/2022,Credito,136356278,General,04/04/2022,5960579,45,15458695,Cartagena
1023,9024949,YUY666,17/04/2022,Contado,71729907,,24/01/2022,3445858,40,17154430,Cali
1024,4004430,LDT297,27/10/2024,Credito,138151911,Preferencial,26/09/2024,6248710,46,23907955,Soacha
1025,7421153,YJT626,27/08/2023,Credito,54281720,General,22/07/2023,4095017,38,9754797,Bogotá
1026,4305459,IUG593,23/05/2024,Leasing,140909572,,22/03/2024,5470698,23,26023577,Cali
1027,1867719,MSL773,05/08/2023,Contado,113798644,,01/07/2023,8525739,49,16994856,Cali
1028,6905643,NSC648,08/03/2022,Leasing,73041974,,08/12/2021,8953887,27,10538851,Medellín
1029,6659094,XRZ969,11/01/2024,Credito,43417559,Premium,28/09/2023,6787378,61,22705416,Ibagué
1030,9660407,ERV954,22/03/2022,Contado,61782114,,19/01/2022,7846677,46,3099093,Ibagué
1031,6656575,XNI455,16/04/2024,Credito,72586630,Preferencial,31/01/2024,2242950,36,11060867,Bogotá
1032,7791675,JQT052,08/12/2022,Credito,56307052,General,17/10/2022,2468339,51,29273408,Bogotá
1033,8353916,QRL514,15/10/2024,Credito,42298990,General,02/07/2024,4539738,47,13944971,Ibagué
1034,9169639,LJN713,06/02/2024,Leasing,52635952,,25/10/2023,9924989,65,3316843,Medellín
1035,2267123,KMI009,10/01/2021,Contado,132367341,,06/11/2020,2441838,53,25571690,Bogotá
1036,9168731,NKM816,03/02/2024,Credito,110520689,General,21/12/2023,9194769,47,9313042,Bogotá
1037,1560985,FUP240,01/12/2022,Leasing,51288245,,18/10/2022,3723613,32,21967249,Cali
1038,6316201,GXK278,12/08/2021,Contado,46841203,,30/05/2021,7982339,32,13315966,Cúcuta
1039,6237727,YRX958,02/11/2023,Credito,119803559,General,24/07/2023,6447136,26,19391076,Ibagué
1040,5786644,JTQ531,14/01/2021,Credito,147654814,Premium,03/12/2020,3364769,43,9988829,Bogotá
1041,9198977,YTD927,03/03/2024,Leasing,147437364,,26/11/2023,8931937,56,29251303,Cali
1042,1346464,LZJ867,01/11/2023,Credito,112390530,Premium,29/08/2023,3201894,44,21011408,Cali
1043,5249076,UEM523,12/07/2023,Contado,54822432,,15/04/2023,8816079,24,18838213,Cartagena
1044,1887354,HPS778,25/02/2021,Credito,79074847,Preferencial,09/11/2020,5940985,54,26057187,Bogotá
1045,7812569,LFJ600,19/12/2024,Contado,142020782,,11/11/2024,1599321,37,14404628,Medellín
1046,9583784,CLY897,05/07/2024,Contado,68628352,,22/03/2024,6787929,62,23674506,Cartagena
1047,2232625,JUI507,02/01/2021,Credito,90898717,Preferencial,30/10/2020,9967404,66,23953348,Bucaramanga
1048,5860761,FRY203,03/10/2022,Credito,142919462,General,21/06/2022,4584909,62,12754638,Bogotá
1049,9043919,PEE487,30/10/2021,Contado,76399042,,18/09/2021,3659377,30,9919523,Ibagué
1050,7423699,NKW390,10/07/2021,Contado,139964846,,06/05/2021,4955785,48,18988348,Cartagena
1051,4126656,DOI586,02/03/2023,Leasing,60711085,,23/11/2022,1100104,60,3568080,Bogotá
1052,5516379,ZDL530,06/04/2024,Leasing,91440682,,30/12/2023,2500249,23,19968581,Bogotá
1053,9025917,SBO638,10/12/2022,Leasing,114624842,,06/11/2022,1201628,24,23348306,Villavicencio
1054,3173607,FNF227,11/02/2021,Contado,130355763,,02/12/2020,6927679,59,7059802,Cúcuta
1055,3101331,PUU448,26/07/2023,Leasing,80969069,,15/05/2023,5827413,64,13849571,Bucaramanga
1056,6053736,XJE048,01/02/2022,Contado,166616650,,20/10/2021,6872465,25,18273963,Soledad
1057,7164608,LYS892,13/12/2023,Contado,95379400,,18/08/2023,9444275,41,13807916,Cali
1058,5457692,IPU300,06/12/2022,Leasing,98233797,,05/11/2022,1669967,51,22080370,Cali
1059,3432896,NDI515,07/11/2023,Contado,118899066,,03/09/2023,3220547,42,26384151,Cali
1060,8410541,HPH452,08/07/2024,Contado,65046104,,21/05/2024,7028170,60,19367193,Cali
1061,2386778,RDA847,05/12/2023,Credito,88854900,General,26/09/2023,3069903,54,15619529,Bogotá
1062,1765523,IHL267,13/09/2021,Leasing,123434177,,25/06/2021,6541226,41,19570338,Bucaramanga
1063,9770593,HAF005,14/09/2024,Leasing,111353580,,06/06/2024,5396948,25,29248139,Medellín
1064,8096623,JJQ389,14/04/2023,Credito,136432938,Preferencial,10/01/2023,6091378,57,22356789,Bogotá
1065,6129121,BWD273,25/11/2023,Credito,80887980,Preferencial,25/08/2023,1914154,63,16819059,Bogotá
1066,7390264,LMJ334,17/09/2024,Leasing,50381791,,29/07/2024,4265390,56,21710455,Bucaramanga
1067,8009424,IBC474,09/05/2022,Leasing,122912733,,02/04/2022,6305081,28,9779869,Bogotá
1068,7072035,INT982,09/07/2021,Credito,134434363,Preferencial,30/03/2021,5761863,49,8670071,Bogotá
1069,9522438,BIC503,23/06/2024,Contado,59673493,,10/04/2024,3885710,40,11476537,Medellín
1070,4433487,AZZ997,18/01/2022,Leasing,132037239,,26/10/2021,5854201,24,7095119,Bogotá
1071,8450795,BSO321,02/06/2024,Contado,52391426,,15/04/2024,4683063,65,11259147,Cali
1072,3138560,XWR689,30/01/2022,Contado,93995636,,16/12/2021,5886023,23,24126163,Cartagena
1073,1333944,WTV778,10/03/2021,Contado,56312818,,22/01/2021,3534389,48,5743957,Cali
1074,8843798,RUO811,11/03/2023,Credito,96272266,Preferencial,29/12/2022,9021951,31,17779924,Cartagena
1075,2672204,VBH351,01/01/2023,Leasing,114532593,,20/10/2022,1937545,67,28782782,Medellín
1076,9440035,CCH161,15/07/2024,Credito,93795862,Premium,04/04/2024,9917789,36,19319873,Bogotá
1077,6767423,EBY308,11/11/2024,Credito,39617836,General,08/08/2024,8944499,45,10636803,Cartagena
1078,4533133,HSR803,14/06/2021,Leasing,93454835,,27/04/2021,4866398,38,20917381,Bucaramanga
1079,9962213,JXT259,15/12/2024,Leasing,56389732,,19/09/2024,4853135,46,5831454,Cali
1080,6553349,TDL714,18/05/2022,Contado,132523922,,15/04/2022,6792252,35,20003067,Cali
1081,5149891,GAO539,05/11/2022,Credito,148973392,Preferencial,08/09/2022,3261987,30,19701001,Bogotá
1082,5732152,PIQ256,04/12/2023,Contado,103163624,,11/10/2023,6892126,54,13770566,Medellín
1083,8689231,ZBC006,26/05/2024,Credito,122404887,General,06/04/2024,2216101,53,19493236,Santa Marta
1084,5596029,EUV419,19/04/2024,Credito,54391238,Premium,15/02/2024,9577645,49,20891483,Barranquilla
1085,9551334,QOQ435,05/02/2021,Credito,37690560,Preferencial,30/11/2020,8354329,39,22749580,Ibagué
1086,9106867,TDQ821,20/06/2021,Leasing,81929296,,05/03/2021,4543769,39,24466146,Cúcuta
1087,7782703,EPY438,27/05/2021,Contado,134292210,,25/04/2021,1603644,63,23902298,Cartagena
1088,2046662,FAJ567,04/11/2023,Credito,90637795,Preferencial,11/08/2023,4339814,22,5455185,Ibagué
1089,9205199,ZCV081,18/10/2024,Credito,91412411,Preferencial,09/07/2024,4947618,29,24415405,Cartagena
1090,6919469,LTX103,16/08/2021,Credito,136875999,Premium,20/05/2021,7236795,44,31728524,Cúcuta
1091,8062676,MDI162,02/02/2021,Leasing,83166719,,30/11/2020,2247406,35,21950509,Cúcuta
1092,1777556,CKK690,28/02/2021,Contado,62829975,,24/01/2021,5307519,56,25148887,Bogotá
1093,5186028,MLG395,23/05/2023,Credito,129922374,Preferencial,17/03/2023,2530278,22,6207178,Soledad
1094,6800524,YHV192,25/10/2023,Leasing,110181545,,02/08/2023,6651921,34,28537514,Medellín
1095,5003754,EWD608,27/12/2022,Contado,113991760,,24/11/2022,7212037,65,7436480,Cali
1096,4072039,SAD884,21/10/2023,Contado,55314688,,18/09/2023,6581821,43,31671508,Bogotá
1097,1348079,YMT086,06/07/2024,Leasing,128586285,,23/05/2024,7061955,25,4028662,Cali
1098,2546320,CNN565,25/06/2021,Contado,147400783,,05/05/2021,1961700,44,2584933,Bucaramanga
1099,9038618,IEY405,01/04/2024,Credito,199496043,General,10/02/2024,3598222,48,19794048,Bogotá
1100,5578348,UVZ037,30/12/2023,Credito,108949557,Preferencial,17/10/2023,6721672,54,20960959,Medellín
1101,1379136,FUF695,21/09/2023,Contado,67006439,,14/07/2023,5119881,53,14752073,Cartagena
1102,4302585,CWX543,21/02/2021,Leasing,82985292,,14/11/2020,4107649,65,31110123,Soledad
1103,8698451,QQX825,29/11/2024,Credito,122273451,Premium,22/08/2024,9481910,30,22460993,Cali
1104,2156787,WKL400,16/08/2021,Leasing,111350285,,23/06/2021,6169913,61,16088995,Soledad
1105,6960849,NUX961,29/12/2023,Leasing,86756444,,03/11/2023,2885365,60,16809507,Villavicencio
1106,4002022,AVM970,29/08/2023,Leasing,141267581,,10/07/2023,3820863,53,23960421,Soledad
1107,8223629,BRE973,19/09/2021,Credito,53003329,General,14/06/2021,5042419,57,14999329,Cúcuta
1108,9143626,IBL391,10/11/2023,Leasing,143483463,,03/09/2023,9282248,36,25488227,Bogotá
1109,6869030,GAC469,12/01/2024,Contado,87074412,,09/10/2023,6531860,43,19869375,Cali
1110,9431197,XTN269,16/10/2024,Contado,43096420,,10/08/2024,7257614,50,9560670,Medellín
1111,1372791,ZRE003,01/04/2024,Credito,103014352,Premium,08/01/2024,6253686,36,18052218,Cartagena
1112,4458287,KWK660,13/10/2021,Leasing,89612847,,08/09/2021,4297573,42,8277044,Medellín
1113,1076442,QHJ012,26/02/2024,Contado,102461710,,13/01/2024,1138834,47,4170330,Cartagena
1114,4256068,JKG528,26/07/2023,Contado,66828387,,01/04/2023,4905392,46,27020487,Pereira
1115,9065729,AXU244,30/08/2023,Credito,61811858,Premium,04/07/2023,3946800,50,22591415,Bucaramanga
1116,4705280,IXF761,28/06/2024,Contado,111094871,,21/04/2024,6145885,65,13154727,Cartagena
1117,6167698,TUJ374,07/04/2022,Leasing,172372839,,21/12/2021,6674568,53,20013424,Soledad
1118,6838399,WQF974,03/05/2021,Credito,110876771,General,22/03/2021,6935256,44,9529835,Medellín
1119,7805878,QVS043,21/08/2022,Credito,59085991,Premium,12/07/2022,4343137,28,18093820,Soledad
1120,7654146,KHS653,23/02/2023,Contado,68619711,,07/11/2022,3915315,33,5694509,Cúcuta
1121,6185238,CPA090,16/04/2022,Contado,97262504,,03/01/2022,4034338,54,16917887,Soacha
1122,6840839,FPP465,26/02/2023,Contado,58175583,,02/11/2022,3197775,51,13365440,Barranquilla
1123,8956694,XEY653,06/08/2024,Leasing,88814705,,24/06/2024,7223268,44,17823338,Bogotá
1124,4703204,ZQS075,30/01/2021,Credito,197317730,General,19/12/2020,3047823,23,12236335,Bogotá
1125,1369860,WSX522,30/03/2022,Credito,96725224,General,14/01/2022,5742958,24,29029164,Soledad
1126,3761647,UHE385,19/09/2024,Contado,109253904,,04/08/2024,5090550,30,2100357,Medellín
1127,5102584,ETQ945,09/07/2021,Contado,74635095,,13/05/2021,3766956,61,20707574,Medellín
1128,4832362,YZW086,05/05/2024,Contado,78978119,,15/01/2024,1548997,35,21237733,Medellín
1129,5165097,RFJ755,25/09/2023,Credito,69843251,General,11/06/2023,5554464,37,8282953,Medellín
1130,6355230,YTM354,22/05/2022,Contado,101851265,,04/03/2022,4754450,48,14696874,Bogotá
1131,6721800,IYG432,13/09/2023,Credito,101702875,Premium,12/08/2023,8900991,40,24603612,Cali
1132,9492700,TIE757,21/02/2021,Contado,193761347,,15/01/2021,7603615,41,14331393,Bogotá
1133,2933883,KBY427,31/10/2023,Contado,51643495,,06/09/2023,3974084,57,21264472,Bogotá
1134,8243735,HUU563,06/06/2022,Credito,111733372,General,09/02/2022,7331053,26,13840923,Soledad
1135,7721625,NRD541,28/02/2021,Contado,114690111,,11/01/2021,8080784,41,21079976,Medellín
1136,8513612,EZJ200,17/11/2021,Credito,61650777,Preferencial,17/09/2021,3325584,22,19977835,Bogotá
1137,9520356,PGA197,18/11/2024,Credito,136741502,Premium,18/10/2024,8800826,60,24570160,Soacha
1138,4422552,NAJ429,24/01/2022,Leasing,118271352,,29/09/2021,8951293,60,12967446,Medellín
1139,7643765,WFH846,24/12/2021,Contado,54018588,,20/09/2021,1913110,62,19120443,Cali
1140,5902022,OUK238,07/08/2024,Contado,76034933,,27/05/2024,8679932,39,31482898,Cúcuta
1141,1705663,WYO456,26/01/2022,Credito,79018364,Premium,16/10/2021,3224159,63,6540114,Bogotá
1142,1244539,SEI175,23/12/2021,Contado,82751293,,23/10/2021,1947698,29,14129136,Soledad
1143,1697058,HEK854,05/09/2021,Leasing,106100867,,02/08/2021,8936208,60,20539775,Medellín
1144,6732896,BOG601,18/05/2024,Contado,140809640,,14/02/2024,3062615,65,26445951,Bogotá
